code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId
604871000006113,16384,Curettage of uterus for termination of pregnancy NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E07113,"","",Within pregnancy period of born child,"",2,Aurum_medcode,274973002,410890017
621481000006116,16384,Dilation of cervix uteri and curettage for termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E07113,"","",Within pregnancy period of born child,"",2,Aurum_medcode,274973002,410890017
31041018,60771,Elective abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..11,"","",Within pregnancy period of born child,"",2,Aurum_medcode,39406005,66087015
3134071000006118,60771,Legal abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..11,"","",Within pregnancy period of born child,"",2,Aurum_medcode,39406005,66087015
192981000006113,23693,"Readmission for retained products of conception, legal abortion",AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L097100,"","",Within pregnancy period of born child,"",2,Aurum_medcode,198862007,305595013
305543017,30326,Endometritis following abortive pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L090000,"","",Within pregnancy period of born child,"",2,Aurum_medcode,198820000,305543017
12717181000006115,30326,Endometritis following abortive pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L090000,"","",Within pregnancy period of born child,"",2,Aurum_medcode,198820000,305543017
"",50421,"",AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,Z22A900,"","","","",1,Aurum_medcode,"",""
411405016,30276,Retained products after spontaneous abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L041z11,"","",Within pregnancy period of born child,"",2,Aurum_medcode,275425008,411405016
305434011,50612,Complete legal termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052y00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,267194005,2967206012
1717041000000115,102494,Self referral to termination of pregnancy service,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8Hh3.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,769411000000104,1717041000000115
1480549013,102635,Pregnancy termination care,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8Cg..00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,386394001,1480549013
2173701000000112,105778,At risk of unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,14Og.00,"","","","",1,Aurum_medcode,837291000000106,2173701000000112
29367011,58137,Spontaneous abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305284018,58137,Other abnormal product of conception,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305288015,58137,Other abnormal product of conception NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305317019,58137,Unspecified spontaneous abortion with shock,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305323012,58137,Unspecified spontaneous abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305376019,58137,Spontaneous abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305487011,58137,Unspecified abortion with genital tract or pelvic infection,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305488018,58137,Unspecified abortion with delayed or excessive haemorrhage,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305491018,58137,Unspecified abortion with renal failure,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305496011,58137,Unspecified abortion with complication NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305497019,58137,Unspecified abortion with no mention of complication,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305498012,58137,Unspecified abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
305613010,58137,Other specified pregnancy with abortive outcome,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
81511000006114,58137,Unspec spontaneous abortion + delayed/excessive haemorrhage,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
81521000006118,58137,Unspec spontaneous abortion + genital tract/pelvic infection,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
81551000006110,58137,Unspec spontaneous abortion without mention of complication,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
81691000006117,58137,Unspecified abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,17369002,29367011
1480781018,1686,Termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",1,Aurum_medcode,386639001,1480781018
109521000006114,1686,Termination of pregnancy NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",1,Aurum_medcode,386639001,1480781018
284238018,2278,Requests pregnancy termination,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8M6..00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,184005004,284238018
2534097016,11989,Referral for termination of pregnancy,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8HHV.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,415262008,2534097016
1480781018,1686,Termination of pregnancy,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",2,Aurum_medcode,386639001,1480781018
109521000006114,1686,Termination of pregnancy NEC,AFE3,Termination of pregnancy NEC,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08600,"","",Within pregnancy period of born child,"",2,Aurum_medcode,386639001,1480781018
97258010,15033,Unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV61900,"","",Within pregnancy period of born child,"",2,Aurum_medcode,58532003,97258010
460991019,15033,[V]Other unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV61900,"","",Within pregnancy period of born child,"",2,Aurum_medcode,58532003,97258010
72771000006114,15033,Unwanted child,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV61900,"","",Within pregnancy period of born child,"",2,Aurum_medcode,58532003,97258010
460817017,20623,Psychosocial problems related to unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV4J000,"","",Within pregnancy period of born child,"",2,Aurum_medcode,151901000119101,2950282010
2173701000000112,105778,At risk of unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,14Og.00,"","",Within pregnancy period of born child,"",2,Aurum_medcode,837291000000106,2173701000000112
"",50421,"",AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,Z22A900,"","",Within pregnancy period of born child,"",2,Aurum_medcode,"",""
"",24897,"",AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,Z7A5.00,"","","","",2,Aurum_medcode,"",""
2252091000000114,107149,Referral to social prescribing service,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8T09.00,"","","","",2,Aurum_medcode,871731000000106,2252091000000114
285484015,6480,In-house counselling,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJ1.00,"","","","",2,Aurum_medcode,185490001,285484015
283740019,20058,Refer to other health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7Z.00,"","","","",2,Aurum_medcode,281100006,419022014
419022014,20058,Referral to health worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8H7Z.00,"","","","",2,Aurum_medcode,281100006,419022014
404371000000112,67222,In-house counselling follow-up appointment,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJT.00,"","","","",2,Aurum_medcode,247191000000108,404371000000112
2534074019,19335,Seen by health support worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9N2o.00,"","","","",2,Aurum_medcode,415511009,2534074019
404331000000110,66940,In-house counselling first appointment,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJR.00,"","","","",2,Aurum_medcode,247171000000109,404331000000110
404351000000115,64827,In-house counselling discharge,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NJS.00,"","","","",2,Aurum_medcode,247181000000106,404351000000115
216579013,26112,Has support worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NN3.00,"","","","",2,Aurum_medcode,135821003,216579013
1148481000000117,100704,Social prescribing for mental health,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8BAf.00,"","","","",2,Aurum_medcode,515721000000104,1148481000000117
265020013,22093,Social counselling,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,674..00,"","","","",2,Aurum_medcode,171000001,265020013
265025015,22093,Social counselling NOS,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,674..00,"","","","",2,Aurum_medcode,171000001,265020013
302861000000110,38089,Assessed as not suitable for case management,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9Ng0.00,"","","","",2,Aurum_medcode,199971000000107,302861000000110
1780314010,102686,Cancer supportive care worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NNc.00,"","","","",2,Aurum_medcode,516371000000109,1149831000000113
1149831000000113,102686,Has cancer key worker,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,9NNc.00,"","","","",2,Aurum_medcode,516371000000109,1149831000000113
106882018,16407,Relaxation therapy,AFE4,Psychosocial health problem with low-level intervention,Psychosocial health problem with lower-level intervention,Antenatal care & health visiting concerns,AFE,8BA7.00,"","","","",2,Aurum_medcode,64299003,106882018
285457016,18170,Home visit request by relative,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9NF3.00,"","","","",3,Aurum_medcode,185462000,285457016
285466017,6351,Home visit - no reply,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9NFC.00,"","","","",3,Aurum_medcode,185471009,285466017
285029019,8509,Report from Health Visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9EV1.00,"","","","",3,Aurum_medcode,25641000000108,63331000000117
63331000000117,8509,Health visitor report,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9EV1.00,"","","","",3,Aurum_medcode,25641000000108,63331000000117
2461871000000118,111183,Health visitor antenatal visit declined,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,8IHD.00,"","","","",3,Aurum_medcode,966751000000105,2461871000000118
1947241000006118,112180,Did not attend health visitor 3 to 4 month contact with family,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,9NFb100,"","","","",3,Aurum_medcode,956821000000104,2439551000000117
1488414017,11909,Discussed with health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,6718.00,"","","","",3,Aurum_medcode,1052821000000105,2649551000000116
451768016,6990,Referral to health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,8H73.00,"","","","",3,Aurum_medcode,1052781000000102,2649721000000116
549521000006113,6990,Child ref. to health visitor,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,8H73.00,"","","","",3,Aurum_medcode,1052781000000102,2649721000000116
"",19392,"",AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,ZL74.11,"","","","",3,Aurum_medcode,"",""
146871000006110,18272,Shared care: health visitor and general practitioner,AFE5,Health visitor increasing concern,Health visitor increasing concern,Antenatal care & health visiting concerns,AFE,66S6.00,"","","","",3,Aurum_medcode,1052631000000106,2649121000000115
263137017,26695,A/N care: social risk NOS,AFE1,High-risk antenatal presentation,"High-risk antenatal presentation, social-risk specific",Antenatal care & health visiting concerns,AFE,625Z.00,"","","","",3,Aurum_medcode,169591002,263132011
251632016,32668,H/O: psychological trauma,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV15400,"","","","",1,Aurum_medcode,161472001,251632016
460334015,32668,[V]Personal history of psychological trauma,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV15400,"","","","",1,Aurum_medcode,161472001,251632016
460797010,28055,[V]Problems related to negative life events in childhood,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4G.00,"","","","",1,Aurum_medcode,452191000000107,1002661000000112
456816018,35845,[V]Examination and observation following a fall,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460189014,35845,[V]Other gastrointestinal tract pathogen carrier,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460239010,35845,[V]Combined disease vaccination and inoculation,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460285013,35845,[V]Personal history of nervous system or sense organ disease,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460430011,35845,[V]Personal history of rehabilitation measures,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460448019,35845,[V]Unspecified constitutional state in development,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460619016,35845,[V]Persons with a condition influencing their health status,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460632014,35845,[V]Special sense and other special function problems,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460639017,35845,[V]Problem with swallowing or mastication,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460641016,35845,[V]Problem with other specified special function,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460642011,35845,[V]Problem with unspecified special function,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460665018,35845,[V]Artificial opening status,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460672017,35845,[V]Has other artificial opening of gastrointestinal tract,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460676019,35845,[V]Other specified artificial opening status,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460677011,35845,[V]Unspecified artificial opening status,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460685019,35845,[V]State following eye or adnexa surgery,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460689013,35845,[V]Presence of endocrine implants,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460691017,35845,[V]Presence of other bone and tendon implants,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460706013,35845,[V]Other specified enabling machine dependence,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460707016,35845,[V]Unspecified enabling machine dependence,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460763015,35845,[V]Problems related to physical environment,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460771016,35845,[V]Other problems related to physical environment,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460774012,35845,"[V]Problem related to physical environment, unspecified",AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460807010,35845,[V]Other problems related to upbringing,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460812011,35845,[V]Other problems related to neglect in upbringing,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460815013,35845,[V]Other specified problems related to upbringing,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460848013,35845,[V]Other problems related to care-provider dependency,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460849017,35845,"[V]Problem related to care-provider dependency, unspecified",AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460852013,35845,[V]Specified procedures and aftercare,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460853015,35845,[V]Elective cosmetic and ritual operations,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460858012,35845,[V]Other specified elective cosmetic or ritual surgery,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460859016,35845,[V]Unspecified elective cosmetic or ritual surgery,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
460866015,35845,[V]Fitting or adjustment of breast prosthesis,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
461187015,35845,[V]Observation following other accident,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
461189017,35845,[V]Observation following other inflicted injury,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
461208018,35845,[V]Diagnostic skin or sensitisation test,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
1227589013,35845,[V]Personal history of sense organ disease,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
1227590016,35845,[V]Personal history of nervous system disease,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
1227682010,35845,[V]Neuropacemaker present,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
1227685012,35845,[V]POSSUM dependence,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
1227686013,35845,[V]Hyperbaric chamber dependence,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
1227691014,35845,[V]Aftercare,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
1227692019,35845,[V]Elective cosmetic surgery,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
338701000006117,35845,[V]Education maladjust+discord with teachers and classmates,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
338991000006114,35845,[V]Examination+observation following transport accident,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
341041000006114,35845,[V]Factors influencing health status and contact with health services,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
341401000006117,35845,[V]Inappropriat parental press+oth abn qualities/upbringing,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
342231000006119,35845,[V]MRSA - Multiple resistant staphylococcus aureus infection carrier,AFE10,Problems related to negative childhood events,Problems related to negative childhood events,"Parental conflicts, disruptions and causes for concerns",AFE,ZV4H.00,"","","","",1,Aurum_medcode,243796009,364629017
