code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system
69342,[X]Intent self harm by oth specif means occ unspecif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2yz.00,"","","","",2,read
54950,[X]Rifle shotgun+larger firearm discharge undetermin intent,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U44..00,"","","","",2,read
90704,Self-mutilation of penis,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1L300,"","","","",2,read
56137,Suicide and selfinflicted injury by hunting rifle,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK52.00,"","","","",2,read
65309,Suicide and selfinflicted injury by other firearm,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK54.00,"","","","",2,read
99427,Throwing self in front of train,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1Q.00,"","","","",2,read
51192,Throwing self onto floor,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1S.00,"","","","",2,read
63099,[X]Int self harm jump/lying befr mov obje occ street/highway,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,U2C4.00,"","","","",2,read
53204,[X]Int self poison/exposure to antiepileptic at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U201000,"","","","",2,read
94637,[X]Intent self harm by drown/submersn occ oth specif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U22y.00,"","","","",2,read
64410,[X]Intent self harm by hangng strangult/suffoct resid instit,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U211.00,"","","","",2,read
67400,[X]Intent self harm by steam hot vapour/hot obj occ at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U280.00,"","","","",2,read
64364,[X]Intent self poison other gas/vapour unspecif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20Bz00,"","","","",2,read
68091,[X]Intentional self harm by blunt object occurrence at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2A0.00,"","","","",2,read
95712,Jumping from cliff,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1B300,"","","","",2,read
71661,Self-damage,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,ZX...11,"","","","",2,read
64200,Self-mutilation of ears,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1L600,"","","","",2,read
94725,[X]Overdose - amobarbital,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U202.18,Severe,"","","",2,read
96651,[X]Int self poison nonopioid analgesic other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U200y00,"","","","",2,read
45166,[X]Intent self harm by crash of motor vehicl occurrn at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2D0.00,"","","","",2,read
56075,[X]Intent self harm by jump from high place occ street/h'way,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,U2B4.00,"","","","",2,read
38008,[X]Intent self harm by smoke fire/flames occ unspecif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U27z.00,"","","","",2,read
96224,[X]Intent self harm by unspecif means occ oth specif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2zy.00,"","","","",2,read
96730,[X]Intent self poison nonopioid analgesic at res institut,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U200100,"","","","",2,read
66634,[X]Intent self poison oth autonomic drug unspecif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U207z00,"","","","",2,read
58039,Nipping self,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1C.00,"","","","",2,read
70946,Suicide + selfinflicted injury-jump/lie before moving object,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TKx0.00,"","","","",2,read
94442,Suicide and self inflicted injury by Phenobarbitone,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK01400,"","","","",2,read
92308,Throwing self in front of vehicle,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1R.00,"","","","",2,read
96753,[X]Int self poison oth/unsp drug/medic other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U208y00,"","","","",2,read
54695,[X]Int self poison other gas/vapour other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20By00,"","","","",2,read
35868,[X]Intent self harm by crash motor vehicl occ street/highway,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2D4.00,"","","","",2,read
104233,[X]Intent self harm by hang strangl/suffc indust/constr area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U216.00,"","","","",2,read
87882,[X]Intent self harm by oth specif means occ resid instit'n,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2y1.00,"","","","",2,read
45709,[X]Intent self harm by other/unspecified firearm discharge,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U25..00,"","","","",2,read
58594,"[X]Intent self pois organ solvent,halogen hydrocarb, home",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20A000,"","","","",2,read
68793,[X]Intent self poison/exposure to oth autonomic drug,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U207.00,"","","","",2,read
90440,[X]Intention self harm by sharp object occ street/highway,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U294.00,"","","","",2,read
28531,[X]Other+unspecified firearm discharge undetermined intent,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U45..00,"","","","",2,read
73628,Suicide + selfinflicted poisoning by gases and vapours NOS,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK2z.00,"","","","",2,read
66109,Suicide and self inflicted injury by Amylobarbitone,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK01000,"","","","",2,read
96430,"Suicide and selfinflicted injury caustic subst, excl poison",MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TKx7.00,"","","","",2,read
49135,Suicide and selfinflicted poisoning by other utility gas,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK1y.00,"","","","",2,read
99011,[X]Intent self poison psychotropic drug at res institut,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U204100,Severe,"","","",2,read
68159,"[X]Poison/exposure ?intent, to alcohol at home",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U409000,Severe,"","","",2,read
100635,[X]Int self harm by jump from high place occ oth specif plce,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,U2By.00,"","","","",2,read
38749,[X]Int self poison other gas/vapour school/pub admin area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20B200,"","","","",2,read
56138,[X]Int slf hrm rifl s'gun/lrg frarm dis sch/ins/pub adm area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U242.00,"","","","",2,read
99792,[X]Inten slf harm hang strang/suffc sch oth ins/pub adm area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U212.00,"","","","",2,read
53444,[X]Intent self harm by blunt object occ sports/athlet area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2A3.00,"","","","",2,read
111004,[X]Intent self harm by hang strangl/suffc sport/athlet area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U213.00,"","","","",2,read
73603,[X]Intent self harm by steam hot vapour/obj occ unspec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U28z.00,"","","","",2,read
97334,[X]Intent self harm by unspec mean occ sch/ins/pub adm area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2z2.00,"","","","",2,read
96714,[X]Intent self pois sedative hypnotic in street/highway,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U202400,"","","","",2,read
108499,[X]Intentional self harm by blunt object occ unspecif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2Az.00,"","","","",2,read
73666,[X]Intentional self harm by explosive material,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U26..00,"","","","",2,read
89371,Jumping under train,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1Q.11,"","","","",2,read
89578,Self-suffocation,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1H200,"","","","",2,read
69969,Suicide + selfinflicted poisoning by gas via pipeline,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK10.00,"","","","",2,read
71375,Suicide + selfinflicted poisoning by liquified petrol gas,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK11.00,"","","","",2,read
108187,Suicide and selfinflicted injury by military firearms,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK53.00,"","","","",2,read
61113,Suicide+selfinflicted injury-jump from natural sites,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK72.00,"","","","",2,read
111420,[X]Overdose - flurazepam,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U202.14,Severe,"","","",2,read
100372,[X]Fall jump/push frm high plce undt intnt occ unspecif plce,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,U4Bz.00,"","","","",2,read
95790,[X]Int self harm by jump from high place indust/constr area,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,U2B6.00,"","","","",2,read
73825,[X]Int self harm jump/lying bef mov obje occ oth specif plce,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,U2Cy.00,"","","","",2,read
93837,[X]Int self harm jump/lying befr mov obje occ resid instit'n,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,U2C1.00,"","","","",2,read
67586,[X]Int self harm rifl s'gun/lrg frarm disch occ resid instit,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U241.00,"","","","",2,read
70391,[X]Int self poison narcotic drug other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U205y00,"","","","",2,read
70414,"[X]Int self poison org solvent,halogen hydrocarb,in highway",MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20A400,"","","","",2,read
94644,[X]Int self poison pesticide other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20Cy00,"","","","",2,read
96687,[X]Int self poison psychotropic drug other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U204y00,"","","","",2,read
69343,[X]Int self poison sedative hypnotic other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U202y00,"","","","",2,read
61546,[X]Int self poison unspecif chemical school/pub admin area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20y200,"","","","",2,read
96740,[X]Int self poison/exposure to pesticide at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U20C000,"","","","",2,read
60684,[X]Intent self harm by blunt object occ resident instit'n,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2A1.00,"","","","",2,read
97794,[X]Intent self harm by drown/submersn occ unspecified place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U22z.00,"","","","",2,read
102790,[X]Intent self harm by drowning/submersion occurrn at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U220.00,"","","","",2,read
60404,[X]Intent self harm by drowning/submersn occ resid instit'n,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U221.00,"","","","",2,read
63100,[X]Intent self harm by smoke fire/flame occ street/highway,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U274.00,"","","","",2,read
101971,[X]Intent self harm crash motor vehic occ indust/constr area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U2D6.00,"","","","",2,read
95794,[X]Intent self harm oth/unspecif firearm disch occ at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U250.00,"","","","",2,read
72792,[X]Intent self pois hallucinogen in street/highway,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U206400,"","","","",2,read
101481,[X]Intent self pois nonopioid analgesic in street/highway,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U200400,"","","","",2,read
96728,[X]Intent self pois nonopioid analgesic trade/service area,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U200500,"","","","",2,read
96729,[X]Intent self pois oth/unsp drug/medic in street/highway,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U208400,"","","","",2,read
110865,[X]Intent self poison hallucinogen unspecif place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U206z00,"","","","",2,read
62382,Self-incineration,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1K.00,"","","","",2,read
69145,Setting self alight,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,ZX1K.12,"","","","",2,read
99566,Suicide and self inflicted injury by Barbitone,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK01100,"","","","",2,read
101906,Suicide and selfinflicted injury by crashing of aircraft,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TKx6.00,"","","","",2,read
98594,Suicide and selfinflicted injury by extremes of cold,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TKx3.00,"","","","",2,read
101056,Suicide and selfinflicted injury by firearms/explosives NOS,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK5z.00,"","","","",2,read
97085,[X]Int self poison alcohol other spec place,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U209y00,"","","","",2,read
102479,[X]Int self poison/exposure to hallucinogen at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U206000,"","","","",2,read
73776,[X]Int self poison/exposure to oth autonomic drug at home,MHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,MHP,U207000,"","","","",2,read
104834,Suicideselfinflictedpoisoningbyothergasesandvapours,MHP2,Suicide attempt,Self-harm or suicide attempts,Common mental health problems,MHP,TK2y.00,"","","","",2,read
636,Anxiety states,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E200.00,symptom,"","","",2,read
655,Anxiety with depression,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E200300,diagnostic,"","","",2,read
5902,Anxiousness - symptom,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B13.11,symptom,"","","",2,read
131,Anxiousness,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B13.00,symptom,"","","",2,read
4534,Anxiety state NOS,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E200z00,symptom,"","","",2,read
94196,Generalised anxiety disorder 7 item score,MHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,388w.00,"",7,1,"",2,read
19631,HAD scale: anxiety score,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,388N.00,"",11,1,"",2,read
4167,Fear of flying,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202A00,symptom,"","","",2,read
460,Benzodiazepine dependence,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E241.13,diagnostic,"","","",2,read
3407,H/O: anxiety state,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1466.00,symptom,"","","",2,read
1758,Chronic anxiety,MHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E200400,"","","","",2,read
4659,Generalised anxiety disorder,MHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E200200,"","","","",2,read
11913,[X]Mixed anxiety and depressive disorder,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41200,diagnostic,"","","",2,read
3361,Neurasthenia - nervous debility,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E205.00,diagnostic,"","","",2,read
6939,Anxiety state unspecified,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E200000,symptom,"","","",2,read
4143,Globus hystericus,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E201612,diagnostic,"","","",2,read
10344,[X]Generalized anxiety disorder,MHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41100,"","","","",2,read
2300,Phobia unspecified,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202000,diagnostic,"","","",2,read
2509,[D]Nervousness,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,R2y2.00,symptom,"","","",2,read
514,Tension - nervous,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B12.12,symptom,"","","",2,read
93401,Anxious,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B13.12,symptom,"","","",2,read
94671,GAD-7 score,MHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,388w.11,"",7,1,"",2,read
9386,[X]Phobic anxiety disorders,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu40.00,diagnostic,"","","",2,read
25638,[X]Anxiety NOS,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41z11,diagnostic,"","","",2,read
3586,'Nerves',MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B12.11,symptom,"","","",2,read
5385,[X]Other anxiety disorders,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41.00,diagnostic,"","","",2,read
13124,O/E - anxious,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,2258.00,symptom,"","","",2,read
14780,Neurotic disorder NOS,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E20z.00,diagnostic,"","","",2,read
12453,[X]Globus pharyngeus,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu45500,diagnostic,"","","",2,read
1723,Claustrophobia,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202800,symptom,"","","",2,read
1907,Phobic disorders,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202.00,diagnostic,"","","",2,read
4634,Recurrent anxiety,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E200500,symptom,"","","",2,read
1582,Nervous exhaustion,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E205.11,symptom,"","","",2,read
1300,Photophobia,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,F481700,symptom,"","","",2,read
23838,"[X]Anxiety disorder, unspecified",MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41z00,diagnostic,"","","",2,read
12508,[X]Needle phobia,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu40300,diagnostic,"","","",2,read
9125,Anxiety management training,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,8G94.00,symptom,"","","",2,read
7222,[X]Phobia NOS,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu40z11,diagnostic,"","","",2,read
5347,Fear,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B1H.11,symptom,"","","",2,read
15220,[X]Persistant anxiety depression,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu34114,diagnostic,"","","",2,read
962,[X]Anxiety neurosis,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41111,diagnostic,"","","",2,read
7749,[X]Mild anxiety depression,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41211,diagnostic,"","","",2,read
16560,[X]Psychogenic IBS,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu45324,diagnostic,"","","",2,read
791,Nervous breakdown,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E20z.11,diagnostic,"","","",2,read
11602,[X]Social phobias,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu40100,"","","","",2,read
2585,Tenseness - symptom,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B14.11,symptom,"","","",2,read
11336,[X]Adjustment disorders,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu43200,diagnostic,"","","",2,read
9944,Phobic anxiety,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202.12,diagnostic,"","","",2,read
2366,Dental phobia,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202C00,diagnostic,"","","",2,read
14729,Phobic disorder NOS,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202z00,diagnostic,"","","",2,read
50191,[X]Anxiety state,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41113,diagnostic,"","","",2,read
20802,Flying phobia,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E28z.12,diagnostic,"","","",2,read
2188,Hysteria,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E201.00,diagnostic,"","","",2,read
16638,Social phobic disorders,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202.11,"","","","",2,read
9785,[X]Specific (isolated) phobias,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu40200,diagnostic,"","","",2,read
16679,[X]Psychogenic pruritis,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu45y13,diagnostic,"","","",2,read
9656,[X]Fatigue syndrome,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu46011,diagnostic,"","","",2,read
3869,Psychogenic dyspepsia,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E264400,diagnostic,"","","",2,read
20053,Psychogenic hyperventilation,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E261300,diagnostic,"","","",2,read
11354,[X]Pseudoseizures,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu44511,diagnostic,"","","",2,read
7999,Anxiety counselling,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Z4L1.00,diagnostic,"","","",2,read
12635,[X]Simple phobia,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu40214,diagnostic,"","","",2,read
12626,[X]Body dysmorphic disorder,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu45211,diagnostic,"","","",2,read
29608,'Nerves' - nervousness,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1B12.00,symptom,"","","",2,read
15959,Psychogenic pruritus,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E263000,diagnostic,"","","",2,read
5067,Psychosomatic disorder NOS,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E26z.00,diagnostic,"","","",2,read
10723,[D]Nervous tension,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,R2y2.12,symptom,"","","",2,read
5249,Neurotic disorders,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E20..00,diagnostic,"","","",2,read
52655,Depression anxiety scale,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,ZR7..00,"",10,1,"",2,read
8725,O/E - nervous,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,2259.00,symptom,"","","",2,read
5305,Depersonalisation syndrome,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E206.00,diagnostic,"","","",2,read
4963,Psychogenic aerophagy,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E264000,diagnostic,"","","",2,read
6071,Fear of pregnancy,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E202E00,diagnostic,"","","",2,read
35825,[X]Anxiety reaction,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu41112,diagnostic,"","","",2,read
15292,Cardiac neurosis,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E262000,symptom,"","","",2,read
18672,Specific fear,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,1Bb..00,symptom,"","","",2,read
15371,Psychogenic diarrhoea,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E264300,diagnostic,"","","",2,read
20906,[X]Globus hystericus,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,Eu45y12,diagnostic,"","","",2,read
6221,Separation anxiety disorder,MHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,MHP,E292000,diagnostic,"","","",2,read
