code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId,EmisCodeCategoryId
53084,Late effects of homicide or assault,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLy..00,"","","",1,1,read,219254009,331674016,32
39640,"Battered person unspecified, syndrome",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN56000,"","","",1,3,read,225824003,339324014,32
109768,Discussion about female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,67DQ.00,"","","",1,3,read,713255007,3288587017,17
52916,"[X]Assault by blunt object, occurrence at home",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3F0.00,Home,"","",1,1,read,52684005,87673015,32
98128,Deinfibulation of vulva,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,7D04500,"","","",1,1,read,442290007,1650281000000117,32
108850,Female genital mutilation type II - WHO classification,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,K578100,"","","",1,1,read,130621000119105,2995471010,32
109978,At risk of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13VY.00,"","","",1,3,read,713201008,3288382010,17
105452,Vaginal penetration,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,1ABH.11,"","","",1,1,read,229012002,343305016,27
39837,[X]Other maltreatment syndromes,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3N..00,"","","",1,1,read,417928002,2576623015,32
43768,"[X]Other maltreatment syndromes, by parent",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3N1.00,"","","",1,1,read,417928002,2576623015,32
42388,Battered child syndrome NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55312,"","","",1,3,read,102457005,165699015,32
110013,H/O: female genital mutilation type 3,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K0.00,"","","",1,1,read,941261000000104,2408951000000110,27
110408,Discussion about female genital mutilation with carer,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,671E200,"","","",1,3,read,932301000000101,2388921000000114,17
110498,Discussion about illegality of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,67DQ000,"","","",1,3,read,979461000000100,2490971000000118,17
53458,Homicidal puncture of any part of body,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL61.00,"","","",1,1,read,219220008,331640015,32
52377,[V]Prostitute health examination,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV70515,"","","",1,1,read,171413000,265600013,1
24653,Child battering or other maltreatment by other spec person,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL7y.00,"","","",1,1,read,418189009,2576627019,32
111174,HO domestic physical abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14XD100,"","","",1,1,read,,,
108055,Non-accidental traumatic head injury to child,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55600,"","","",1,3,read,700506009,2990833010,32
109715,Female genital mutilation type I - WHO classification,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,K578000,"","","",1,1,read,130631000119108,2995741015,32
110502,H/O: FGM between 1 and under 5 years of age,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K2.00,"","","",1,1,read,977491000000104,2486441000000119,27
110503,H/O: FGM between 5 and under 10 years of age,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K3.00,"","","",1,1,read,977511000000107,2486481000000110,27
109213,Victim of sexual harassment,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14X6000,"","","",1,1,read,225830003,339330014,32
63822,Child battering or other maltreatment by person NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL7z.00,"","","",1,3,read,418189009,2576627019,32
111275,HO domestic sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14XD200,"","","",1,1,read,,,
58830,[V]Child battering,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV61211,"","","",1,1,read,430531000000101,1028591000000114,32
43307,"Battered man, unspecified",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN56200,"","","",1,1,read,225824003,339324014,32
60515,Child prostitute,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,0AK3.00,"","","",1,1,read,159801002,248918015,17
110501,H/O: female genital mutilation under 1 year of age,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K1.00,"","","",1,1,read,977471000000103,2486401000000117,27
110504,H/O: FGM between 10 and under 15 years of age,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K4.00,"","","",1,1,read,977571000000102,2486601000000119,27
66514,Homicide,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL9..00,Home,"","",1,1,read,27935005,46765012,32
110500,Country in which patient underwent female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15L..00,"","","",1,1,read,988761000000109,2513231000000113,27
110499,Discussion about health implications of FGM,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,67DQ100,"","","",1,3,read,979481000000109,2491011000000118,17
108868,Female genital mutilation type III - WHO classification,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,K578200,"","","",1,1,read,130611000119103,2995620017,32
70764,"[X]Other maltreatment syndromes, by acquaintance or friend",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3N2.00,"","","",1,1,read,417928002,2576623015,32
110507,Female genital mutilation type IV - WHO classification,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,K578300,"","","",1,1,read,107411000119108,2995532010,32
110506,H/O: female genital mutilation at 18 years of age or over,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K6.00,"","","",1,1,read,977631000000103,2486721000000117,27
73101,[X]Sexual assault by bodily force occurrn resident instit'n,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3L1.00,Residential institution,"","",1,1,read,248110007,370402013,32
108114,"[X]Maltreatment, by parent",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3P1.00,"","","",1,1,read,417928002,2576623015,32
49606,[X]Sexual assault by bodil forc occ sch oth ins/pub adm area,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3L2.00,"","","",1,1,read,248110007,370402013,32
67173,Child abuse investigation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z352.11,"","","",1,3,read,,,
110505,H/O: FGM between 15 and under 18 years of age,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K5.00,"","","",1,1,read,977611000000106,2486681000000112,27
60116,[X]Assault by unspecif chemical/noxious substance occ home,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U350.00,Home,"","",1,1,read,52684005,87673015,32
57258,"[X]Other maltreatment syndromes, by other specified persons",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3Ny.00,"","","",1,1,read,417928002,2576623015,32
56797,Assassination attempt NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLxz100,"","","",1,1,read,52684005,87673015,32
91601,Assassination successful NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLxz200,"","","",1,1,read,52684005,87673015,32
101537,[X]Assault by push/plac victm befor movng obj occurrn home,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3H0.00,Home,"","",1,1,read,242927008,363381019,32
104695,[X]Maltreatment,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3P..00,"","","",1,1,read,823091000000107,2142611000000114,32
110598,"[X]Maltreatment, by acquaintance or friend",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3P2.00,"","","",1,1,read,417928002,2576623015,32
71743,"[X]Other maltreatment syndromes, by official authorities",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3N3.00,"","","",1,1,read,417928002,2576623015,32
109315,"[X]Other maltreatment syndromes, by unspecified person",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3Nz.00,"","","",1,1,read,417928002,2576623015,32
52024,At risk of emotional/psychological abuse,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13ZR.00,"","","","",1,read,416142000,2548640013,17
93410,Victim of bullying when not in school,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13Za.00,"","","","",1,read,428454002,2694495015,17
50083,H/O: psychological trauma,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,1468.00,"","","","",1,read,161472001,251632016,32
41027,At risk of discriminatory abuse,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13ZS.00,"","","","",1,read,417427001,2548389011,17
58614,Racial abuse counselling,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z414.00,"","","","",1,read,,,
61002,Alleged perpetrator of emotional abuse,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14XB.00,"","","","",2,read,206401000000100,317591000000118,32
55533,[V]Inappropriat parental press+oth abn qualities/upbringing,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV4H500,"","","","",1,read,243796009,364629017,32
60155,[V]FH of mental abuse to sibling by family member,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV19H00,"","","","",1,read,720428004,3320727011,32
65893,[V]Family history of mental abuse to sibling,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV19G00,"","","","",1,read,720428004,3320727011,32
111290,At risk of psychological abuse,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13ZZ100,"","","","",1,read,,,
111446,History of domestic emotional abuse,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14XD000,"","","","",1,read,,,
111256,[X]Inapprop parental pressure & oth abnorm quals upbringing,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZVu4C00,"","","","",1,read,288541000119107,2923633016,32
32757,At risk of neglect by others,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13ZV.00,"","","","",1,read,417716002,2549938010,17
30652,O/E - signs of drug withdrawal,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,222N.00,"","","","",1,read,416119007,2548616017,27
32578,[V]No able carer in household,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV60400,"","","","",1,read,1090401000000108,2731671000000115,32
3192,Exhaustion due to exposure,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN44.00,"","","","",1,read,88164008,146158011,32
105305,Discussion about hygiene,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,67D6.00,"","","","",1,read,223472008,336316015,17
27306,Deprived childhood,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13WD.00,"","","","",1,read,161074005,251151014,17
106936,DNA child and adolescent mental health service appointment,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,9N4N000,"","","","",1,read,870401000000102,2249241000000115,37
43397,Found wandering the streets,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z7CCC00,"","","","",1,read,,,
52044,A/N care: poor A/N attender,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,6252.00,"","","","",3,read,169593004,263134012,16
45265,[V]Insufficient social insurance and welfare support,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV4E400,"","","","",1,read,456281000000100,1002801000000112,32
107302,Suspected victim of child neglect,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,1J32.00,"","","","",3,read,702953007,3006606011,27
43796,[V]Personal history of nutritional deficiency,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV12100,"","","","",1,read,80541000119104,3038345015,32
23517,Unwanted child,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13H7.11,"","","","",1,read,58532003,97258010,17
51623,Effects of thirst,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN43.00,"","","","",1,read,212970002,324688010,32
48649,Hallucinogen poisoning,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SL96.00,"","","","",1,read,85975005,506854016,32
35148,[V]Loss of love relationship in childhood,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV4G000,"","","","",1,read,452201000000109,1002671000000117,32
61271,Unable to obtain food,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZM19200,"","","","",1,read,,,
16497,Suffocation by bedclothes,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN47200,"","","","",1,read,35149008,58651017,32
48278,"Effect of deprivation, unspecified",CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN4X.00,"","","","",1,read,285153007,424063019,32
108042,Did not attend CAMHS return appointment,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,9N4N300,"","","","",1,read,880071000000106,2270421000000119,37
108691,Did not attend CAMHS choice appointment,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,9N4N100,"","","","",1,read,880031000000109,2270311000000116,37
23684,[V]Schooling unavailable and unattainable,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV4A100,"","","","",1,read,224291002,337292013,32
62205,Number of changes of school,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZP73.00,"","","","",1,read,,,
108550,Did not attend CAMHS partnership appointment,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,9N4N200,"","","","",1,read,880051000000102,2270361000000119,37
106997,[D]Insufficient intake of food and water due to self neglect,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,R037.00,"","","","",1,read,699653008,2985821017,32
55405,[V]Lack of learning and play experience,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV4H600,"","","","",1,read,428131000000107,877521000000112,32
95029,Accident due to neglect of elderly person,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TE40300,"","","","",1,read,217637002,329872014,32
109633,Delay in care due to missed communication,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,9j4..00,"","","","",1,read,894941000000109,2303171000000115,37
62314,"Injury ?accidental, poisoning by other spec drug/medicament",CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TN04.00,"","","","",1,read,242975003,363435018,32
57472,[X]Accident poison/exposure to psychotropic drug at home,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U1A4000,"","","","",1,read,699011008,2982208011,32
100656,Unwanted child,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z22A911,"","","","",1,read,,,
71360,"[X]Lack of food, occurrence at home",CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U1B3000,"","","","",1,read,217640002,329875011,32
111795,"[X]Lack of food, occurrence in residential institution",CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U1B3100,"","","","",1,read,217640002,329875011,32
100066,"[X]Lack of food, occurrence on street and highway",CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U1B3400,"","","","",1,read,217640002,329875011,32
107927,"[X]Lack of water, occurrence in residential institution",CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U1B4100,"","","","",1,read,269703005,404239014,32
63765,Accident due to neglect of helpless person,CM2,Neglect incl. emotional/psychological abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TE40.12,"","","","",1,read,217633003,329867017,32
56697,Fetus and newborn afect by mat use of nutritional chem subs,CM2,NAS/FASD,"CM NOS, incl. physical or sexual abuse",CM,CM,Q041.00,"","","","",3,read,206155007,316080018,32
8106,[V] Bullying of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZV4G700,"","","",1,2,read,429683003,2694171013,17
10074,History of emotional abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,14X2.00,"","","",1,1,read,313217007,457075019,32
48546,Victim of emotional abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,14X7.00,"","","",1,1,read,419916003,2576632018,32
40785,Emotional abuse of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55012,"","","",1,3,read,371775004,1210371012,32
27405,Emotional maltreatment of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55000,"","","",1,3,read,371775004,1229096014,32
16643,Emotional deprivation of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55011,"","","",1,3,read,278707004,415708014,32
37981,Verbal abuse counselling,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Z413.00,"","","",1,1,read,,,
111500,Victim of psychological abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,14XJ.00,"","","",1,1,read,,,
69792,[V]Sexual discrimination,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZV62414,"","","",1,1,read,1045771000000106,2635491000000113,32
40161,[V]Hostility towards and scapegoating of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZV4H200,"","","",1,3,read,428251000000106,1023281000000118,32
111446,HO domestic emotional abuse,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,14XD000,"","","",1,1,read,,,
98498,Parental withholding from school,CM3,Family is cause for concern,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,13Zn.00,"","","",1,3,read,248051006,370322013,17
26686,Neonatal Abstinence Syndrome,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Q485200,"","","",1,3,read,414819007,2534189013,32
31434,[X]Neglect and abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,U3M..00,"","","",1,1,read,219240001,331660011,32
104377,Child protection category neglect,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,13WT400,"","","",1,1,read,802271000000100,1793671000000114,17
8031,Neglect affecting child NEC,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55z13,"","","",1,3,read,418496002,2576626011,32
9749,[V]Child neglect,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZV61212,"","","",1,3,read,430531000000101,1028591000000114,32
23945,Fetal alcohol syndrome,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,PK80.00,"","","",1,3,read,205788004,315571015,32
30311,Neonat withdrawal symptom from mat use of drug of addiction,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Q485000,"","","",1,3,read,206572008,316813011,32
8870,Maternal drug abuse,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,63C6.00,"","","",1,3,read,169941005,263571015,16
25192,Neglect or abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN57000,"","","",1,1,read,371776003,1210372017,32
28520,[V]Emotional neglect of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZV4H300,"","","",1,3,read,451981000000101,1023291000000116,32
16456,Assault by criminal neglect,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,TLx4.00,"","","",1,1,read,219240001,331660011,32
26685,Fetus/neonate affected by other maternal opiates in lab/del,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Q035600,"","","",1,3,read,206124001,316017011,32
37113,"[X]Neglect and abandonment, by spouse or partner",CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,U3M0.00,"","","",1,1,read,52684005,87673015,32
22992,Alcoholic offspring,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,1282.12,"","","",1,1,read,275114006,411045017,7
44086,[V]Other problems related to neglect in upbringing,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZV4H400,"","","",1,1,read,243796009,364629017,32
32228,"[X]Neglect and abandonment, by parent",CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,U3M1.00,"","","",1,1,read,52684005,87673015,32
25059,Child deserted by parents,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,13II.00,"","","",1,1,read,266954003,397779011,17
53387,H/O: neonatal abstinence syndrome,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,14I6.00,"","","",1,3,read,414372001,2533620017,32
42391,Child deserted by mother,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,13II.11,"","","",1,1,read,276098002,412090011,17
39982,Parental withholding from school,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZP82200,"","","",1,3,read,,,
57265,Multiple deprivation of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55400,"","","",1,3,read,213007006,324757015,32
60452,Deserted by father,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZU27300,"","","",1,1,read,,,
48536,Abandoned baby care,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,8GE1.00,"","","",1,3,read,183426004,283492010,32
69709,Deserted by mother,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZU27400,"","","",1,3,read,,,
44384,Abandonment of helpless person NOS,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,TLx4z00,"","","",1,1,read,219240001,331660011,32
55970,Child deprivation syndrome,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55z12,"","","",1,1,read,397660003,1777275013,32
66019,Suspect fetal damage from maternal alcohol,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,L254.11,"","","",1,3,read,609418009,2965662019,32
64430,Fetus/neonate affected-plac./breast transfer addictive drug,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,Q007C00,"","","",1,3,read,206014007,315834014,32
92992,[X]Starvation,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,U1B3.11,"","","",1,1,read,217640002,329875011,32
60393,Accident due to abandonment of newborn,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,TE40000,"","","",1,3,read,217634009,329869019,32
65818,Nutritional deprivation of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55111,"","","",1,3,read,213004004,324745012,32
29968,"[X]Neglect and abandonment, by acquaintance or friend",CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,U3M2.00,"","","",1,1,read,52684005,87673015,32
71233,Deserted by parents,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,ZU27200,"","","",1,1,read,,,
66699,Fetus and newborn affected by maternal use of alcohol,CM3,NAS/FASD,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,PK83.00,"","","",1,3,read,205791004,315575012,32
51900,Nutritional maltreatment of child,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55100,"","","",1,3,read,213004004,324746013,32
50085,Malnutrition in child maltreatment syndrome,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,SN55112,"","","",1,3,read,419261006,2579729014,32
100358,Abandonment of child with intent to injure or kill,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,TLx4000,"","","",1,3,read,219241002,331661010,32
58577,Accident due to abandonment of helpless person,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,TE40.11,"","","",1,1,read,217633003,329868010,32
62377,Exposure to weather conditions resulting from abandonment,CM3,Neglect incl. emotional/psychological abuse,Neglect (incl. NAS/FASD) and emotional/psychological abuse,CM,CM,TE40400,"","","",1,1,read,217638007,329873016,32
