code,medcode_gold,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system,SnomedCTConceptId,SnomedCTDescriptionId
365771000006112,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence at industrial and construction area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
365781000006110,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence on street and highway",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
365791000006113,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence at other specified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
365801000006114,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence in residential institution",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
365811000006112,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence at sports and athletics area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
365821000006116,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence at trade and service area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
365831000006118,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
365841000006111,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
366231000006113,65989,"[X]Assault by steam, hot vapours and hot objects, occurrence at school, other institution and public administrative area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
495511000006118,65989,Assault by fire,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx0.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219231000,331651015
330153013,35791,"Accident caused by a crowd, by collective fear or panic NOS",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
333411016,35791,"Accident caused by a crowd, by collective fear or panic",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376011000006116,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence at unspecified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376021000006112,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence at other specified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376031000006110,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence at sports and athletics area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376041000006117,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence at trade and service area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376051000006115,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence at school, other institution and public administrative area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376061000006118,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence at industrial and construction area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376071000006113,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence in residential institution",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376081000006111,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence on street and highway",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376091000006114,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
376101000006115,35791,"[X]Crushed, pushed or stepped on by crowd or human stampede, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
451801000006114,35791,"Accidents caused by a crowd, by collective fear or panic",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U122.00,"","",Aslt_algo_index,"",2,Aurum_medcode,217860008,330147013
331627013,54388,Assault by antipersonnel bomb,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL55.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219207005,331627013
331640015,53458,Homicidal puncture of any part of body,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL61.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219220008,331640015
331629011,41303,Assault by letter bomb,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL57.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219209008,331629011
331599011,72511,"Assault by corrosive or caustic substance, except poisoning",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL1..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219181001,331599011
331654011,64149,Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
335156015,64149,[X]Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
335157012,64149,"[X]Assault by pushing from high place, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
335166011,64149,"[X]Assault by pushing from high place, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365371000006113,64149,[X]Assault by push fr high plce occ sch oth ins/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365381000006111,64149,[X]Assault by push from high place occurrn on street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365391000006114,64149,[X]Assault by push from high place occurrn oth specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365401000006111,64149,[X]Assault by push from high place occurrn resident instit'n,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365411000006114,64149,[X]Assault by push from high place occurrn sport/athlet area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365421000006118,64149,[X]Assault by push from high place occurrn trade/servce area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365431000006115,64149,[X]Assault by push from high place occurrn unspecified place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
365441000006113,64149,[X]Assault by push from high plce occurrn indust/constr area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx1.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219234008,331654011
331615010,42123,Assault by suffocation,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL33.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219195003,331615010
331631019,58748,Assault by other explosive,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL5yy00,"","",Aslt_algo_index,"",2,Aurum_medcode,274954001,410871013
331635011,58748,Assault by bomb NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL5yy00,"","",Aslt_algo_index,"",2,Aurum_medcode,274954001,410871013
331636012,58748,Assault by other explosive NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL5yy00,"","",Aslt_algo_index,"",2,Aurum_medcode,274954001,410871013
331637015,58748,Assault by explosive NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL5yy00,"","",Aslt_algo_index,"",2,Aurum_medcode,274954001,410871013
331659018,50166,Assault by hot liquid,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TLx3.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219239003,331659018
331604017,65289,Assault by caustic substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL11.00,"","",Aslt_algo_index,"",2,Aurum_medcode,219184009,331604017
333029017,62109,Fall on same level,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
333030010,62109,"[X]Other fall on same level, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
333037013,62109,"[X]Other fall on same level, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386111000006111,62109,[X]Fall on same level involving ice and snow occurrn home,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386121000006115,62109,[X]Fall on same levl involving ice and snow occurrn on farm,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386191000006118,62109,[X]Fall sam lvl inv ice/snw occ sch oth inst/pub admin area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386231000006111,62109,[X]Fall same level involv ice / snow occurrn resid instit'n,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386271000006114,62109,"[X]Fall same levl inv ice / snow, occ at other specif place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386281000006112,62109,"[X]Fall same levl inv ice / snow, occ at unspecified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386291000006110,62109,"[X]Fall same levl inv ice / snow, occ trade / service area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386301000006111,62109,"[X]Fall same levl inv ice and snow, occ street / highway",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386311000006114,62109,"[X]Fall same levl inv ice/snow, occ indust / construct area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
386321000006118,62109,"[X]Fall same levl involv ice/snow, occ sport/athlet area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404631000006113,62109,[X]Oth fall lvl col/push anoth per occ sch/inst/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404641000006115,62109,[X]Oth fall same levl coll/push anoth pers occ unspec place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404651000006118,62109,[X]Oth fall same levl collisn/push anoth pers occ resid inst,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404661000006116,62109,[X]Oth fall same levl due collisn/pushing by another person,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404671000006111,62109,"[X]Oth fall same levl, collisn/push by anoth pers, occ home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404681000006114,62109,[X]Oth fall sme levl col/push anoth pers occ sport/athl area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404691000006112,62109,[X]Oth fall sme levl coll/push anoth per occ oth spec place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404701000006112,62109,[X]Oth fall sme levl coll/push anoth pers occ street/h'way,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404711000006110,62109,[X]Oth fall sme levl coll/push anth pers occ trad/serv area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404721000006119,62109,"[X]Oth fall sme levl, collisn/push by anoth pers, occ farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
404731000006116,62109,[X]Oth fall sme lvl col/push anoth per occ indus/constr area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410071000006114,62109,[X]Other fall on same level occurrence at unspecified place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410081000006112,62109,[X]Other fall on same level occurrn at oth specified place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410091000006110,62109,[X]Other fall on same level occurrn at sports/athletic area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410101000006116,62109,[X]Other fall on same level occurrnce at trade/service area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410131000006112,62109,"[X]Other fall on same level, occurrence on street / highway",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410141000006119,62109,"[X]Other fall on same level, occurrnce in resident instit'n",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410151000006117,62109,[X]Other fall on same levl occ schl oth inst/pub admin area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
410161000006115,62109,"[X]Other fall on same levl, occurrn at indust/constuct area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
665481000006114,62109,Fall on same level- collision/push/shove by/with oth person,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U103y00,"","",Aslt_algo_index,"",2,Aurum_medcode,33036003,55141015
331617019,50153,Assault by drowning,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
335048015,50153,[X]Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
335049011,50153,"[X]Assault by drowning and submersion, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
335059012,50153,"[X]Assault by drowning and submersion, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364461000006113,50153,[X]Assault by drowning+submersion occ sch/ins/pub adm area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364471000006118,50153,[X]Assault by drowning+submersion occurrn indust/constr area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364481000006115,50153,[X]Assault by drowning+submersion occurrn on street/highway,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364491000006117,50153,[X]Assault by drowning+submersion occurrn oth specif place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364501000006113,50153,[X]Assault by drowning+submersion occurrn resident instit'n,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364511000006111,50153,[X]Assault by drowning+submersion occurrn sport/athlet area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364521000006115,50153,[X]Assault by drowning+submersion occurrn trade/servce area,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
364531000006117,50153,[X]Assault by drowning+submersion occurrn unspecified place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL4..00,"","",Aslt_algo_index,"",2,Aurum_medcode,219197006,331617019
388631000006114,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence at school, other institution and public administrative area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388641000006116,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence at home",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388651000006119,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence on farm",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388661000006117,93052,"[X]Hanging, strangulation and suffocation undetermined intent",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388671000006112,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence in residential institution",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388681000006110,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence at sports and athletics area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388691000006113,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence at trade and service area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388701000006113,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence at industrial and construction area",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388711000006111,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence on street and highway",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388721000006115,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence at other specified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
388731000006117,93052,"[X]Hanging, strangulation and suffocation, undetermined intent, occurrence at unspecified place",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
776371000006110,93052,"Injury ?accidental, hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U410.00,Home,"",Aslt_algo_index,"",2,Aurum_medcode,219328003,331755016
331605016,65968,Assault by corrosive substance NOS,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U31..00,"","",Aslt_algo_index,"",2,Aurum_medcode,269732008,404275011
334978019,65968,"Assault by corrosive substance, except poisoning",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U31..00,"","",Aslt_algo_index,"",2,Aurum_medcode,269732008,404275011
334989014,71032,[X]Assault by pesticide,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,U32..00,"","",Aslt_algo_index,"",2,Aurum_medcode,386681000000103,801121000000119
331633016,47062,Assault by bomb in house,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),IPV_ASSLT_ALGO,TL5y100,"","",Aslt_algo_index,"",2,Aurum_medcode,219213001,331633016
