code,coding_term,ACE_indicator_code,indicator_specific,indicator_1,indicator_2,domain,code_original,severity,cut_off,scale,reference_std,individual,system
44686,[X]Evid alcoh invol determ by level of intox sev alcoh intox,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U812.00,Severe,"","","",2,read
66699,Fetus and newborn affected by maternal use of alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,PK83.00,Severe,"","","",2,read
41920,Alcohol amnestic syndrome NOS,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,E011z00,Severe,"","","",2,read
61750,Comprehensive drinker profile,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZR3f.00,Mild,"",1,"",2,read
69331,MAST - Michigan alcoholism screening test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRa1.11,Mild,8,1,"",2,read
56441,Michigan alcoholism screening test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRa1.00,Mild,8,1,"",2,read
62299,SADD - Short alcohol dependence data,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRk9.11,Mild,10,1,"",2,read
73876,[X]Alcohol deterrents caus adverse effects in therapeut use,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U60H300,Severe,"","","",2,read
39738,[X]Evid alcoh invl determ by levl intox very sev alcoh intox,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U813.00,Severe,"","","",2,read
68159,"[X]Poison/exposure ?intent, to alcohol at home",SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409000,Severe,"","","",2,read
56369,HO/RTS-police:venesect alc,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9EQ..00,Severe,"","","",2,read
102121,Police:venesect-alcohol,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,9EQ..12,Severe,"","","",2,read
69691,[X]Dipsomania,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Eu10213,Severe,"","","",2,read
112645,[X]Intent self pois alcohol in street/highway,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U209400,Severe,"","","",2,read
96219,[X]Pois/expos ?intent alcohol in street/highway,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409400,Severe,"","","",2,read
112448,[X]Pois/expos ?intent to alcohol at res institut,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409100,Severe,"","","",2,read
61190,[X]Pois/expos ?intent to alcohol unspecif place,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,U409z00,Severe,"","","",2,read
97916,Fetal alcohol syndrome,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,Q007111,Severe,"","","",2,read
109105,Refer to MH services deferred until alcohol misuse resolved,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,8W2..00,Severe,"","","",2,read
99985,Brief Michigan alcoholism screening test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRa1100,Mild,4,1,"",2,read
70939,Munich alcoholism test,SM5,Alcohol misuse,"Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,ZRaU.00,Mild,"",1,"",2,read
d_56720,Nalmefene 18mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16260021,Severe,"","","",2,prodcode
d_57225,Selincro 18mg tablets (Lundbeck Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16261021,Severe,"","","",2,prodcode
d_2269,Antabuse 200mg tablets (Actavis UK Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,57840020,Severe,"","","",2,prodcode
d_871,Disulfiram 200mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,62716020,Severe,"","","",2,prodcode
d_70528,Disulfiram 200mg tablets (Alliance Healthcare (Distribution) Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,57339021,Severe,"","","",2,prodcode
d_65691,Antabuse 250mg tablets (Imported (United States)),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,27338021,Severe,"","","",2,prodcode
d_69396,Disulfiram 250mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,27337021,Severe,"","","",2,prodcode
d_2598,Acamprosate 333mg gastro-resistant tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,81317020,Severe,"","","",2,prodcode
d_5628,Campral ec 333mg Gastro-resistant tablet (Lipha Pharmaceuticals Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,81315020,Severe,"","","",2,prodcode
d_6759,Campral EC 333mg tablets (Merck Serono Ltd),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,86993020,Severe,"","","",2,prodcode
d_69570,Disulfiram 500mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,73883021,Severe,"","","",2,prodcode
d_60240,Disulfiram 500mg tablets,SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16638021,Severe,"","","",2,prodcode
d_60514,Esperal 500mg tablets (IDIS),SM5,"Drugs used for alcohol dependence, specific","Alcohol misuse, severe (incl. self-report measures/units per week)",Alcohol misuse,SM,16639021,Severe,"","","",2,prodcode
X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X42,Severe,"","","",2,ICD-10
X420,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X420,Severe,"","",2,2,ICD-10
X421,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X421,Severe,"","",2,2,ICD-10
X422,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X422,Severe,"","","",2,ICD-10
X423,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X423,Severe,"","","",2,ICD-10
X424,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X424,Severe,"","","",2,ICD-10
X425,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X425,Severe,"","","",2,ICD-10
X426,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X426,Severe,"","","",2,ICD-10
X427,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X427,Severe,"","","",2,ICD-10
X428,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X428,Severe,"","","",2,ICD-10
X429,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X429,Severe,"","","",2,ICD-10
X440,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X440,Severe,"","","",2,ICD-10
X430,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X430,Severe,"","","",2,ICD-10
Z715,Drug abuse counselling and surveillance,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Z715,Severe,"","","",2,ICD-10
Z503,Drug rehabilitation,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Z503,Severe,"","","",2,ICD-10
Z722,Drug use,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Z722,Severe,"","","",2,ICD-10
P044,Fetus and newborn affected by maternal use of drugs of addiction,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,P044,Severe,"","","",2,ICD-10
R784,Finding of other drugs of addictive potential in blood,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,R784,Severe,"","","",2,ICD-10
R785,Finding of psychotropic drug in blood,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,R785,Severe,"","","",2,ICD-10
X610,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X610,Severe,"","","",2,ICD-10
X620,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X620,Severe,"","","",2,ICD-10
X640,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X640,Severe,"","","",2,ICD-10
X630,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,X630,Severe,"","","",2,ICD-10
O355,Maternal care for (suspected) damage to fetus by drugs,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,O355,Severe,"","","",2,ICD-10
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F19,Severe,"","","",2,ICD-10
F190,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F190,Severe,"","","",2,ICD-10
F191,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F191,Severe,"","","",2,ICD-10
F192,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F192,Severe,"","","",2,ICD-10
F193,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F193,Severe,"","","",2,ICD-10
F194,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F194,Severe,"","","",2,ICD-10
F195,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F195,Severe,"","","",2,ICD-10
F196,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F196,Severe,"","","",2,ICD-10
F197,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F197,Severe,"","","",2,ICD-10
F198,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F198,Severe,"","","",2,ICD-10
F199,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F199,Severe,"","","",2,ICD-10
F120,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F120,Severe,"","","",2,ICD-10
F121,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F121,Severe,"","","",2,ICD-10
F122,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F122,Severe,"","","",2,ICD-10
F123,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F123,Severe,"","","",2,ICD-10
F124,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F124,Severe,"","","",2,ICD-10
F125,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F125,Severe,"","","",2,ICD-10
F126,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F126,Severe,"","","",2,ICD-10
F127,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F127,Severe,"","","",2,ICD-10
F128,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F128,Severe,"","","",2,ICD-10
F129,Mental and behavioural disorders due to use of cannabinoids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F129,Severe,"","","",2,ICD-10
F140,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F140,Severe,"","","",2,ICD-10
F141,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F141,Severe,"","","",2,ICD-10
F142,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F142,Severe,"","","",2,ICD-10
F143,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F143,Severe,"","","",2,ICD-10
F144,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F144,Severe,"","","",2,ICD-10
F145,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F145,Severe,"","","",2,ICD-10
F146,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F146,Severe,"","","",2,ICD-10
F147,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F147,Severe,"","","",2,ICD-10
F148,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F148,Severe,"","","",2,ICD-10
F149,Mental and behavioural disorders due to use of cocaine,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F149,Severe,"","","",2,ICD-10
F160,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F160,Severe,"","","",2,ICD-10
F161,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F161,Severe,"","","",2,ICD-10
F162,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F162,Severe,"","","",2,ICD-10
F163,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F163,Severe,"","","",2,ICD-10
F164,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F164,Severe,"","","",2,ICD-10
F165,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F165,Severe,"","","",2,ICD-10
F166,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F166,Severe,"","","",2,ICD-10
F167,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F167,Severe,"","","",2,ICD-10
F168,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F168,Severe,"","","",2,ICD-10
F169,Mental and behavioural disorders due to use of hallucinogens,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F169,Severe,"","","",2,ICD-10
F110,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F110,Severe,"","","",2,ICD-10
F111,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F111,Severe,"","","",2,ICD-10
F112,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F112,Severe,"","","",2,ICD-10
F113,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F113,Severe,"","","",2,ICD-10
F114,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F114,Severe,"","","",2,ICD-10
F115,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F115,Severe,"","","",2,ICD-10
F116,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F116,Severe,"","","",2,ICD-10
F117,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F117,Severe,"","","",2,ICD-10
F118,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F118,Severe,"","","",2,ICD-10
F119,Mental and behavioural disorders due to use of opioids,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F119,Severe,"","","",2,ICD-10
F150,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F150,Severe,"","","",2,ICD-10
F151,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F151,Severe,"","","",2,ICD-10
F152,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F152,Severe,"","","",2,ICD-10
F153,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F153,Severe,"","","",2,ICD-10
F154,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F154,Severe,"","","",2,ICD-10
F155,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F155,Severe,"","","",2,ICD-10
F156,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F156,Severe,"","","",2,ICD-10
F157,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F157,Severe,"","","",2,ICD-10
F158,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F158,Severe,"","","",2,ICD-10
F159,"Mental and behavioural disorders due to use of other stimulants, including caffeine",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F159,Severe,"","","",2,ICD-10
F130,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F130,Severe,"","","",2,ICD-10
F131,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F131,Severe,"","","",2,ICD-10
F132,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F132,Severe,"","","",2,ICD-10
F133,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F133,Severe,"","","",2,ICD-10
F134,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F134,Severe,"","","",2,ICD-10
F135,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F135,Severe,"","","",2,ICD-10
F136,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F136,Severe,"","","",2,ICD-10
F137,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F137,Severe,"","","",2,ICD-10
F138,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F138,Severe,"","","",2,ICD-10
F139,Mental and behavioural disorders due to use of sedatives or hypnotics,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F139,Severe,"","","",2,ICD-10
F170,Mental and behavioural disorders due to use of tobacco,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F170,Severe,"","","",2,ICD-10
F175,Mental and behavioural disorders due to use of tobacco,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F175,Severe,"","","",2,ICD-10
F176,Mental and behavioural disorders due to use of tobacco,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F176,Severe,"","","",2,ICD-10
F172,Mental and behavioural disorders due to use of tobacco,SM1,Mental and behavioural disorders due to use of tobacco (dependence syndrome),"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F172,Severe,"","","",2,ICD-10
F18,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F18,Severe,"","","",2,ICD-10
F180,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F180,Severe,"","","",2,ICD-10
F181,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F181,Severe,"","","",2,ICD-10
F182,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F182,Severe,"","","",2,ICD-10
F183,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F183,Severe,"","","",2,ICD-10
F184,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F184,Severe,"","","",2,ICD-10
F185,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F185,Severe,"","","",2,ICD-10
F186,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F186,Severe,"","","",2,ICD-10
F187,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F187,Severe,"","","",2,ICD-10
F188,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F188,Severe,"","","",2,ICD-10
F189,Mental and behavioural disorders due to use of volatile solvents,SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,F189,Severe,"","","",2,ICD-10
Y110,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Y110,Severe,"","","",2,ICD-10
Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Y12,Severe,"","","",2,ICD-10
Y120,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Y120,Severe,"","","",2,ICD-10
Y121,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Y121,Severe,"","","",2,ICD-10
Y122,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Y122,Severe,"","","",2,ICD-10
Y123,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Y123,Severe,"","","",2,ICD-10
Y124,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",SM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,SM,Y124,Severe,"","","",2,ICD-10
